v1_chunk_id,v2_chunk_ids,mapping_status,policy_source,policy_action,document_id,page_number_1_based
151c8324ff81283f0376ab55094f2a251029a18ba7d764b275c0328d73c1abd3,151c8324ff81283f0376ab55094f2a251029a18ba7d764b275c0328d73c1abd3,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,5
10c21b0d6a407abdba379e3dc878e88209488162928085eaf1c6c53c7fbaf037,10c21b0d6a407abdba379e3dc878e88209488162928085eaf1c6c53c7fbaf037,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
0c288470f3a305bbc95e4952ac1638f81cab60bb7a7e50b30d5b049c842156a1,0c288470f3a305bbc95e4952ac1638f81cab60bb7a7e50b30d5b049c842156a1,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
ce60fc7b1145ade4407c78c0fdbdb2561e7ec56469ef903421d23e91891a5195,ce60fc7b1145ade4407c78c0fdbdb2561e7ec56469ef903421d23e91891a5195,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
d883e2d3dd7e702fe528460152af8cbe0289d7a226108873c78e85ccadf60645,d883e2d3dd7e702fe528460152af8cbe0289d7a226108873c78e85ccadf60645,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
f92e8f099891780b311f37436eeb9d4083c23627ae0f8c43351e57b8d5454396,f92e8f099891780b311f37436eeb9d4083c23627ae0f8c43351e57b8d5454396,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
7d82ca899368585cae27adb4939146804c90e1f8d13e5d32d447485742e908e8,7d82ca899368585cae27adb4939146804c90e1f8d13e5d32d447485742e908e8,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
da880e8c591a25b5f093bbeb9861b5719e246261a278620706b31a728000794d,da880e8c591a25b5f093bbeb9861b5719e246261a278620706b31a728000794d,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,6
eda69e35f4cbd13e4a9cf650e130a7f998c070227831eb7435911271f0f96cbe,eda69e35f4cbd13e4a9cf650e130a7f998c070227831eb7435911271f0f96cbe,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,7
29b27911179ec21bc8c2b0e95ab6b0334bce237b68cdee662741b7385f7e3fd5,29b27911179ec21bc8c2b0e95ab6b0334bce237b68cdee662741b7385f7e3fd5,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,7
8f01b747a9fff51cae863d1f29732e0b9887d95ff5ff8f5e5e0fe868b3adf66a,8f01b747a9fff51cae863d1f29732e0b9887d95ff5ff8f5e5e0fe868b3adf66a,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,7
d17fd09ee850cbe1422721d1b4dbff8231024a5e88c59eb77d1f30ab9b3a9ac4,d17fd09ee850cbe1422721d1b4dbff8231024a5e88c59eb77d1f30ab9b3a9ac4,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,7
0a7f4fa7fda85406355a049edc0023103c434623a1defffe89c34fef05d5a8e2,0a7f4fa7fda85406355a049edc0023103c434623a1defffe89c34fef05d5a8e2,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,7
0c10b7fefe22bef72e838bf6bafc138e40048981687407e0815935f129565276,0c10b7fefe22bef72e838bf6bafc138e40048981687407e0815935f129565276,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,7
